nom,image,lien,ville,categorie,note,nombre_de_votes,prix,description
Rallye photo à Lyon - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32953/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6911-rallye-photo-lyon-particuliers-team-building,Lyon,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun. Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Salle de Quiz comme à la télé à Marseille,https://www.babasport.fr/images/uploads/activity_attachment/path/14210/510811-quiz-room-le-jeu-comme-a-la-tele-a-deux-pas-de-l-ile-de-la-cite.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/3404-jeu-de-quiz-plateau-tele-marseille,Marseille,Activités insolites,5.0,4,23 €,"
Réunissez vos amis, votre famille ou vos collègues et participez à un quiz ou un blind test d'un tout nouveau genre dans un décor de plateau télé.
Rejoignez un plateau en cercle comme celui du ""Maillon Faible"", une scénographie qui vous rappellera les meilleurs moments de ""Qui veut gagner des Millions” et des buzzers type ""Questions pour un Champion""  !
C'est une expérience inédite qui propose un maximum de plaisir, d'immersion et des questions surprenantes et accessibles à tous. Si vous le désirez, il vous est même possible de personnaliser jusqu'à 10 questions pour rendre l'expérience encore meilleure !
Attention, la personnalisation des questions est possible seulement 5 jours minimum avant l'activité.
"
Olympiades Koh-Lanto à Marseille,https://www.babasport.fr/images/uploads/activity_attachment/path/9220/Insectes_comestibles_ateliers_Koh_Lanta_Perf_fit.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/2250-olympiades-avec-epreuves-type-kah-lanto-a-marseille,Marseille,Activité Sportive,4.86,35,30 €,"
Que vous soyez entre collègues pour un team-building, entre ami(e)s pour un EVG ou un EVJF c'est l'activité qu'il vous faut !
Les épreuves de cette animation alternent défis sportifs et intellectuels.
Faites des alliances, coopérez et dépassez-vous pour terminer dans l’équipe victorieuse !
Des insectes, des cordes, des lestes, de la farine, de l’eau … et bien plus encore vous attendent. Embarquez-vous dans des épreuves amusantes, compétitives et conviviales. 
Il vous faudra être capable de vous faire confiance en faisant preuve d'esprit d'équipe, vous serrer les coudes et tirer le meilleur de chacun pour amener votre équipe au succès !Entre 3 et 5 activités réalisées en 1h30, entre 7 et 10 activités réalisées en 2h, information non contractuelle dépendant des groupes, de leur taille, de l'enchaînement des épreuves...La liste d'épreuves possibles ci-dessous est donnée à caractère informatif, le programme final sera édité avant l'animation.
"
Murder Party à Marseille - Crime à résoudre en visitant Marseille ,https://www.babasport.fr/images/uploads/activity_attachment/path/25409/PistezMarseille3.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/712-jeu-de-piste-a-marseille,Marseille,Activités Marseille,4.53,45,11 €,"
Un jeu de piste dans les rues de Marseille comprenant plus de 15 énigmes !Découvrez ce nouveau concept de balades « améliorées ». Le parcours dure environ 2h. Vous découvrirez des endroits pittoresques de la ville, vous en apprendrez plus sur son histoire et bien sûr vous résoudrez les énigmes qui vous seront posées.
Si vous êtes compétiteurs, tentez d'établir un record de temps ou faites le à votre rythme en famille, comme vous voulez.
Réservation au plus tard 48h à l'avance !
"
Rallye photo à Marseille - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/33001/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6917-rallye-photo-marseille-particuliers-team-building,Marseille,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun. Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Marseille - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/34668/gourmand2__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7134-rallye-gourmand-marseille-particuliers-team-building,Marseille,Activités insolites,4.0,2,33 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Chasse au Trésor œnologique à Montpellier,https://www.babasport.fr/images/uploads/activity_attachment/path/6713/Chasse_au_Tre_sor_a__Montpellier_-_Teambuilding.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1684-chasse-au-tresor-oenologique-a-montpellier-teambuilding,Montpellier,Activités urbaines,5.0,2,49 €,"
Cette chasse au trésor se déroule dans un château médieval et ses vignobles. Vous devrez y résoudre des énigmes et autres épreuves œnologiques.
Entre quizz, jeux sensoriels et jeux de déduction autour du thème du vin, votre connaissance sur le sujet sera mis à rude épreuve !  
Arriverez vous à résoudre les énigmes ? Quelle équipe remportera la partie ? 
Une chose est sûre, vous passerez un très bon moment !
Départ : Place de l'Europe.
À l'issue de cette chasse au trésor vous pourrez également déguster les vins du domaine, pour le plus grand bonheur de tous. 
La chasse au trésor inclut la dégustation des vins du domaine + 1 bouteille de 50cl/participant.
"
Randonnée Quad à Montpellier dans le Gard,https://www.babasport.fr/images/uploads/activity_attachment/path/22896/quad_rempart_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/3125-initiation-quad-camargue,Montpellier,Activité mécanique,5.0,5,130 €,"
Au rythme d’une balade, laissez-vous séduire par la Petite Camargue. Au départ du Domaine du Petit Chaumont, explorez le patrimoine culturel et historique d’Aigues Mortes (Tour de Constance, Remparts, Fort de Peccais, Tour Carbonnière...)
Notre randonnée de 3 heures alterne entre conduite du quad (environ 2 heures sur des zones de circulation ouvertes et des chemins) et pause-découverte de splendides points de vue touristique (environ 1 heure sur différents sites). Accompagnés de nos guides diplômés d’état, laissez-vous guider !
Soif d’évasion, de grands espaces et d’émotions, seul ou à deux, en amoureux, en famille ou entre amis, prenez les commandes de nos quads pour vivre une aventure au grand air au plus proche de la nature.
En toute sécurité, plongez au coeur de la camargue, sortez des sentiers battus et profitez de points de vue exceptionnels.
Permis B obligatoire pour les conducteurs, être âgé de 18 ans révolu.Pas d'EVG.
"
Escape Game Outdoor avec GoPro à Montpellier,https://www.babasport.fr/images/uploads/activity_attachment/path/17679/6__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/4272-escape-game-outdoor-avec-gopro-a-montpellier,Montpellier,Activités urbaines,4.66,73,18 €,"
🕵️‍♀️ L'Escape Game nouvelle génération à Bordeaux ! Parcourez les rues de la ville équipés d'une carte, d’un téléphone pour recevoir des vidéos et d'une GoPro pour que le Game Master suive votre session !🎥
Entre patrimoine, découverte, et adrénaline, plongez au cœur de la ville pour résoudre toutes les énigmes en moins d'une heure !🧭
🎉 Formule EVG/EVJF
Choisissez entre rester ensemble ou former 2 équipes en compétition, ambiance Pékin Express garantie !🏃🏃
Le petit : Repartez avec la vidéo de l’aventure de la future mariée !C’est l’occasion de se retrouver quelques jours après la session pour revivre l’heure de jeu…Et avoir des séquences pour le mariage !!!💒
🏛️ Team Building
Formez des équipes entre 6 et 10 participants, et affrontez vos collègues sur notre parcours. Ambiance Pékin Express / La Carte au trésor garanti !🗺️🪙Le jeu dure 1h. Comptez 30 minutes supplémentaires pour le briefing et le débriefing, qui seront animés par un Game Master.🕵️
1 GoPro sera fournie aux participants volontaires afin de filmer ce moment ! Vous repartirez alors avec la carte SD remplie de souvenirs !📹
"
Simulateur de chute libre à Montpellier ,https://www.babasport.fr/images/uploads/activity_attachment/path/4803/Simulateur_de_chute_libre_a__Montpellier-2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1227-simulateur-de-chute-libre-a-montpellier,Montpellier,Activité Aérienne,4.75,8,39 €,"
On vous propose une expérience unique avec cette nouvelle soufflerie outdoor, concept unique en Europe et accessible dès 5 ans. Encadré par des professionnels du parachutisme découvrez les sensations de la chute libre sans risque.
Vivez exactement les mêmes sensations de chute libre d'un saut en parachute, avec un temps 2 x fois plus long. Vous volerez dans un tube en verre transparent avec une vision à 360°, en extérieur. 
Pour cette activité, vous serez équipés d’un casque avec une combinaison et des lunettes de protections. 
Vous serez mis dans les bonnes conditions pour que votre activité se déroule de la meilleure manière possible. Les professionnels du parachutismes vous montreront les postures à adopter dans la soufflerie. 
Une fois que vous serez entrés dans la soufflerie, vous serez propulsés dans les airs et sentirez les sensations incroyables de la chute libre. Chaque vol dure 50 secondes avec des pauses entre chaque vol.  
Une fois votre activité terminée, vous pourrez acheter sur place des photos et des vidéos de votre expérience. 
Vous avez deux possibilités pour vos vols : 

Un vol ""classique"", correspondant à une chute à 4,200 m de haut. 
Un vol ""double XL"", correspondant à une chute à plus de 6,000 m de haut, qui double le temps de vol par rapport à un vol classique.  

 
"
City game digital à Montpellier - Jeu de piste et défis,https://www.babasport.fr/images/uploads/activity_attachment/path/33993/Photo_de_groupe_17__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7052-city-game-digital-montpellier-jeu-interactif-culturef-competitif,Montpellier,Activités insolites,4.0,2,14 €,"
Envie de vivre une expérience excitante en autonomie en explorant la ville ? Que ce soit à travers une balade culturelle ou en relevant des défis palpitants en compétition, découvrez une activité idéale pour des sorties entre amis ou en famille mais aussi pour des Team Building pour renforcer la cohésion d'équipe, stimuler la communication et mettre en avant votre marque employeur !
On vous propose 2 modes de jeu aussi divertissants les uns que les autres, à vous de choisir :

City game culturel et convivial : balade culturelle pour ceux qui cherchent à parcourir la ville tranquillement. Vous découvrirez le centre et visiterez les différents points d'intérêts intégrés à notre plateforme de jeu. Chaque point d'intérêt contiendra un descriptif culturel et historique et des défis en lien avec le lieu visité (patrimoine, culture générale, anecdotes insolites et actualité liée à la ville) ;
City game compétitif et challengeant : si vous êtes de grands compétiteurs, vous devez choisir cette option. Plus de 30 étapes et autant de challenges, une course contre la montre vous attend, comme le format culturel mais avec un fonctionnement plus compétitif et sportif. Vous aurez un temps limité pour vous rendre sur certaines balises, rencontrer des challenges pour les relever avec tactique et stratégie. L'objectif : réaliser le plus de défis possible en un minimum de temps ! (bonus, malus, questions funs et décalées). Préparez-vous à une bonne dose d'adrénaline !

Ce qu'il faut savoir :- Les défis qui vous attendent : QCM, questions ouvertes, blind-tests, défis photo...- 2 à 5 personnes par équipe.- L'activité se fait avec vos smartphones/tablettes sur demande pour les entreprises.- 1h30 à 3h d'activité. 
Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Montpellier - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/34698/gourmand4__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7138-rallye-gourmand-montpellier-particuliers-team-building,Montpellier,Activités insolites,4.0,2,21 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Atelier Dégustation de bières à Nantes,https://www.babasport.fr/images/uploads/activity_attachment/path/21024/1.jpeg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/5030-craftology-degustation-de-bieres-a-nantes,Nantes,Activités urbaines,5.0,1,36 €,"
Apprenez à déguster la bière accompagnée par une zythologue.
Dans une ambiance conviviale, vous découvrirez les bases de la dégustation, échangerez sur vos sensations et ressenties et apprendrez à mettre des mots sur les saveurs et les arômes. La dégustation des 4 ou 5 bières locales se déroule à l’aveugle afin de permettre une analyse sensorielle optimale.
L’atelier est animé par une Zythologue diplômée d’état qui a à cœur de faire vivre le monde brassicole français et mettre en lumière le travail des brasseries artisanales locales. Elle vous expliquera, vous guidera, vous présentera des visuels et répondra à toutes vos questions.
Les participants peuvent choisir le thème de leur dégustation, qui sera à annoncer à l'animatrice avant l'activité. Les thèmes de la dégustation peuvent être les bières locales, anglaises, belges, allemandes, françaises. Faites-votre choix !
Conviviale et fédératrice, la dégustation de bières est l'activité idéale pour passer un bon moment entre collègues, amis ou en famille. Cet atelier de dégustation vous permettra de mieux connaître vos goûts et de mieux sélectionner la bière qui vous plaît au bar. 
Cette dégustation de bières peut être accompagnée par des plateaux de fromage ou de charcuterie. Cet atelier de dégustation est adaptable en fonction de vos demandes spécifiques (sans alcool, sans gluten...).
L'activité se fait à domicile / dans vos locaux.Une salle peut être louée pour l'événement, il faudra compter des frais supplémentaires.
3 raisons de faire cette activité :

Découvrez comment déguster la bière artisanale en présence d'une professionnelle.
Une activité originale pour vos teambuilding.
Vous choisissez le thème de la dégustation.

"
Initiation au quadball à Nantes ,https://www.babasport.fr/images/uploads/activity_attachment/path/22423/_c__Au_Centre_de_l_Objectif__107_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1216-initiation-au-quadball-nantes-loire-atlantique,Nantes,Activité Sportive,4.73,11,10 €,"
Venez découvrir le quadball grâce à la première équipe créée en France !
Au-delà de l'univers fictif d'Harry Potter, vous découvrirez un sport mélangeant rugby, handball et balle au prisonnier. Le Quadball est un sport insolite et passionnant, partagé en 4 postes :

Le gardien/la gardienne.
Les poursuiveurs / les poursuiveuses.
Les batteurs / les batteuses.
Les attrapeurs / les attrapeuses.

Dès que l'on trouve son poste favori, il ne reste plus qu'à donner le meilleur de soi pendant les matchs ! Broom's Up !
"
Jeu de piste à Nantes et Rallye Pédestre,https://www.babasport.fr/images/uploads/activity_attachment/path/7055/Jeu_de_piste-45.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/934-jeu-de-piste-et-rallye-pedestre-organiser-librement-a-nantes-44000,Nantes,Activités urbaines,4.36,28,39 €,"
Voici une activité de jeu de piste et de rallye urbain dont le concept en lui-même est atypique et insolite ! Parfait pour s'éclater entre amis, en famille, avec ses collègues ou même avec son association étudiante et convient totalement aux EVG/EVJF, anniversaires, ainsi qu'aux team building ou séminaires d’entreprise. 
Sans animateur, accessible librement 7j/7, cette activité fonctionne à l'aide de magnifiques livrets (oui ils sont vraiment vraiment très bien faits !), que notre partenaire vous fera parvenir par mail suite à votre achat, contenant toutes les informations nécessaires à la préparation et au bon déroulement de l’activité. Il faudra ensuite les imprimer afin de pouvoir les utiliser pendant l'activité ! Les livrets contiennent les règles, les différentes étapes, les grilles de résultat, un document de débrief, des QR codes à flasher avec votre smartphone, un petit diplôme tout mignon.
Cette activité à Nantes vous permettra de (re)découvrir cette ville incontournable de la Loire-Atlantique, son patrimoine architectural, ses lieux insolites, ses éventuels petits secrets, le tout pendant une expérience inédite. Admirez La Loire, l'Erdre, la place royale, la tour Bretagne, le cours des 50 otages, le château des ducs de Bretagne, le passage de la Pommeraye, la place Gralon, pour ne citer que les plus connus...
Pour votre aventure à organiser librement, vous aurez le choix entre : 

Un city rallye challenge.
Un city rallye découverte.
Un city rallye challenge spécial EVG.
Un city rallye challenge spécial EVJF.
Un city rallye XL.

Toutes ces activités sont expliquées plus en détail un peu plus bas !
3 raisons de choisir cette activité : 

Disponible 24h/24 7J/7 et un prix au forfait.
Pas de réservation : vous fixez et changez la date et l'heure comme vous le souhaitez en fonction des conditions météo.
Découvrir la ville d'une manière atypique et amusante ! 

Êtes-vous prêts ? Feu, partez !
"
Dégustation de bières près de Nantes,https://www.babasport.fr/images/uploads/activity_attachment/path/28542/bi%C3%A8ress.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/4674-degustation-de-vins-bieres-et-whiskys-a-nantes,Nantes,Activités urbaines,,,39 €,"
Passer un moment convivial autour de la dégustation. Le vin, la bière, les alcools permettent d'associer la culture et l'histoire pour comprendre les bouteilles choisies.
Le plaisir de la bière n’est pas lié à la connaissance, il est instinctif, d’ailleurs la première façon de juger une bouteille (ou tout autre aliment) est “c’est bon” ou “c’est mauvais”. Tout le monde évalue en permanence le plaisir du goût et lorsque les défauts l’emportent sur les qualités, la bière est jugée moyen, ou pire !
C’est cette méthode de description et de jugement, basée tout simplement sur la vue, l’odorat, la gustation, le toucher, l’ouïe (on fait sauter le bouchon non ?), qui sera proposée lors des séances d’apprentissage.
La méthode, simple et rapide, vous guidera aussi lors des séances thématiques.
A partir d’exercices pratiques (saveurs, fioles odorantes, petits pièges….), de connaissances autour de la gastronomie, et la dégustation de bières choisies pour leur intérêt, vous deviendrez un peu plus expert dans cet art passionnant et toujours renouvelé.
"
Rallye photo à Nantes - City Game Digital,https://www.babasport.fr/images/uploads/activity_attachment/path/32993/D%C3%A9fi_cr%C3%A9activit%C3%A9_2.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/6916-rallye-photo-nantes-particuliers-team-building,Nantes,Activités insolites,4.0,2,14 €,"
À la recherche d'une expérience photographique inoubliable ? Découvrez notre rallye photo qui allie de l'exploration, de la découverte et du fun. Vous explorerez une dizaine d'étapes en ville, passant par les plus beaux lieux d'intérêt. À chaque étape, relevez deux challenges : capturez une photo particulière de votre groupe et un défi lié à la culture et aux techniques photographiques. Chaque défi vous mènera vers un lieu emblématique, parfait pour immortaliser des moments inoubliables et époustouflants !

Sur une dizaine d'étapes en ville, vous devrez créer une photo, soyez le plus créatif possible !
Vous allez mettre votre culture photographique à l'épreuve avec une série de défis exigeants, incluant des hommages à des photos emblématiques et des techniques innovantes. 
On vous apprend à prendre les plus belles photos, même avec un simple smartphone. On vous donne les clés pour développer une nouvelle compétence qui stimule votre créativité !
Attendez vous à des surprises tout au long du parcours pour pimenter l'aventure !

Ce qui vous attend :

Des défis photos, quelques QCM et énigmes bonus ;
2 à 5 personnes par équipe en configuration recommandée ;
1h30 à 3h d'activité.

Activité possible à faire en Français et en Anglais.
"
Rallye gourmand à Nantes - City game digital,https://www.babasport.fr/images/uploads/activity_attachment/path/34663/gourmand2__1_.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/7133-rallye-gourmand-nantes-particuliers-team-building,Nantes,Activités insolites,4.0,2,21 €,"
Plongez dans l'univers délicieux de la cuisine en vous lançant dans des défis excitants directement depuis vos smartphones et ce, tout au long de votre parcours. Explorez les délices culinaires de la région tout en parcourant la ville ! Entre les arrêts dégustations et les défis ludiques et gourmands, vous allez devoir faire preuve d'esprit d'équipe tout au long de l'activité ! Chaque défi ajoutera une touche ludique à votre aventure gastronomique.Le principe est simple : 
- Vous serez en équipes composées de 2 à 5 personnes.- Chaque équipe évolue en autonomie et arpente les rues grâce à la géolocalisation. Vous vous rendez sur les points d'intérêt pour accéder aux différents défis.
Ce qui vous attend : 

1 à 2 Arrêts dégustations sur le parcours ;
Quiz et QCM ;
Blind test ;
Défis photos sur la gastronomie ;
Culture générale, anecdotes insolites, actualités gourmandes liées à la ville ;
Défis fun et créatifs !
Expérience gastronomique et compétitive : chaque équipe joue avec l’objectif de remporter le plus de points.

Laissez votre appétit vous guider dans ce rallye culinaire qui vous réserve de délicieuses surprises et des défis à relever. À vos fourchettes, prêts, partez !
"
Escape Game à Nice,https://www.babasport.fr/images/uploads/activity_attachment/path/7559/Escape_Game_a__Nice.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1877-frontieres-escape-game-escape-game-a-nice,Nice,Activités urbaines,4.0,2,50 €,"
Un escape game, c'est un jeu d'évasion grandeur nature pour une équipe de 2 à 6 joueurs. Enfermés dans une pièce vous disposez d'une heure pour retrouver votre liberté !
Pour vous échapper, vous devrez résoudre des énigmes, faire travailler vos méninges et en découdre avec la logique...
Mais attention, vous ne disposez que de 60 minutes pour réussir, et pas une minute de plus !
2 scénarios disponibles :

Hôtel Mystique
Casse contre la Mafia

En bonus : Une photo de groupe après le jeu
Passez un bon moment entre amis ou en famille, découvrez l'Escape Game, une activité à la fois ludique et cérébrale !
"
Archery Tag - Nice ,https://www.babasport.fr/images/uploads/activity_attachment/path/8336/Archery_Tag_a__Nice_et_sur_la_Co_te_d_Azur_-_Alpes-Maritimes.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/1567-archery-tag-a-nice-et-sur-la-cote-d-azur-alpes-maritimes,Nice,Activité Sportive,5.0,2,285 €,"
Le plaisir de s’affronter en toute sécurité, c’est ce que vous propose cette activité insolite qu'est l'archery tag. Notre partenaire met l’accent sur la sécurité grâce à un équipement de protection et des flèches premium équipées d'embouts en mousse.
Le principe du jeu ? Tout comme lors d'une partie de paintball, deux équipes s'affrontent et cherchent à éliminer leurs adversaires en les touchant avec des projectiles. Lors d'un archery tag, vous utiliserez donc un arc et des flèches. Pour gagner, il faudra éliminer tous les joueurs adverses ou toucher toutes les cibles disposées un peu partout dans le camp adverse.
Il vous faudra donc faire preuve d'adresse, d'esprit d'équipe et de stratégie afin de remporter la partie ! 
On vous propose donc de vivre un challenge fun & ludique, accessible à tous, quel que soit le niveau.
Pour des parties 100% fun entre amis ou en famille, ou pour animer vos événements : fêtes d'anniversaires, enterrements de vie de garçon/jeune fille, team Building, comité d'entreprise, etc...
Vous pourrez organiser votre session d'archery tag dans ce superbe centre à Nice ou sur le lieu de votre choix, sur une zone allant de Menton à St Tropez, le long de la côte d'azur. 
3 raisons de choisir cette activité : 

Innovant et unique
Accessible à tous
Parfait pour s'amuser avec ses amis, famille ou collègues

"
Jeu de piste à Nice et Rallye Pédestre,https://www.babasport.fr/images/uploads/activity_attachment/path/3631/jeu-de-piste-nice.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/980-jeu-de-piste-et-rallye-pedestre-organiser-librement-a-nice-06,Nice,Activités Nice,4.71,7,39 €,"
Voici une activité de jeu de piste et de rallye urbain dont le concept en lui-même est atypique et insolite ! Parfait pour s'éclater entre amis, en famille, avec ses collègues ou même avec son association étudiante et convient totalement aux EVG/EVJF, anniversaires, ainsi qu'aux team building ou séminaires d’entreprise. 
Sans animateur, accessible librement 7j/7, cette activité fonctionne à l'aide de magnifiques livrets (oui ils sont vraiment vraiment très bien faits !), que notre partenaire vous fera parvenir par mail suite à votre achat, contenant toutes les informations nécessaires à la préparation et au bon déroulement de l’activité. Il faudra ensuite les imprimer afin de pouvoir les utiliser pendant l'activité ! 
Les livrets contiennent les règles, les différentes étapes, les grilles de résultat, un document de débrief, des QR codes à flasher avec votre smartphone, un petit diplôme tout mignon.
Cette activité à Nice vous permettra de (re)découvrir cette ville incontournable des Alpes-Maritimes, son patrimoine architectural, ses lieux insolites, ses éventuels petits secrets, le tout pendant une expérience inédite. Vous passerez sur la place Masséna, la Promenade des Anglais, le bord de mer, le cours Saleya, la place Garibaldi, et les allées du Paillon. Aussi, vous arpenterez certaines des ruelles les plus animées de la ville et des jolies places arborant une fontaine ou des trompe l'oeil.
Pour cette aventure à organiser librement, vous avez encore plus de détails un peu plus bas sur cette page !
3 raisons de choisir cette activité : 

Disponible 24h/24 7J/7 et un prix au forfait.
Pas de réservation : vous fixez et changez la date et l'heure comme vous le souhaitez en fonction des conditions météo.
Découvrir la ville d'une manière atypique et amusante ! 

Êtes-vous prêts ? Feu, partez !
"
Initiation au Pole Dance à Nice - EVJF ,https://www.babasport.fr/images/uploads/activity_attachment/path/8365/Initiation_au_Pole_Dance_a__Nice_-_EVJF.jpg?fit=scale-down&format=auto&metadata=none&quality=80&width=350,/activites/2033-initiation-au-pole-dance-a-nice-evjf-anniversaire-adulte,Nice,EVJF,5.0,2,25 €,"
Découvrez la Pole Dance par une initiation lors d'un enterrement de vie de jeune fille ou l'anniversaire d'une copine ! C'est un sport complet alliant danse, gymnastique, sensualité et confiance en soi.
Dans un local de 105m2 , notre partenaire met à votre disposition son espace Pole Dance contenant 7 barres de marque Xpole Xpert Pro, des tapis de sol ainsi que de multiples accessoires qui contribueront au bon développement de votre cours. Vous aurez également accès à un espace vestiaire avec douches. 
De quoi bien s'amuser pendant plus d'une heure ! 
"
